0,0,0,17,(0.2, 0.2, 0.2),(1.0, 1.8, -0.8),3879,4.046565,8.663828, 2.233521,2.241362,2.184116,2.216111,2.933107,3.192942,2.571732,2.997317,11.92405,0.6333935,0.6426722,5.405717,5.884592,0.5323485,0.6204446,1,-1,0
0,0,1,16,(0.3, 0.3, 0.3),(0.9, 1.0, -0.6),2719,3.898932,8.266355, 3.040219,1.846576,1.837777,2.002659,2.761902,2.13173,2.220946,2.511142,9.823786,0.5329555,0.580771,5.090185,3.928779,0.4597359,0.5198064,1,-1,0
0,0,2,11,(0.2, 0.2, 0.2),(0.3, 1.7, -0.6),2684,3.542109,7.305678, 2.721937,1.545937,1.434385,1.458322,2.320695,1.966995,1.750072,2.119438,8.224385,0.4159718,0.4229134,4.277042,3.625172,0.3622648,0.4387237,1,-1,0
0,0,3,14,(0.2, 0.2, 0.2),(0.6, 1.0, 0.6),3574,3.990461,8.512779, 2.381863,2.114223,2.051858,2.339435,2.857953,2.702641,2.163848,3.119988,11.24767,0.5950387,0.678436,5.267208,4.980967,0.4479165,0.6458375,1,-1,0
0,0,4,3,(0.3, 0.3, 0.3),(-0.7, 1.1, 0.0),1049,1.646876,2.203126, 2.100216,0.1440189,0.1945343,0.2731296,0.155048,0.1520391,0.2036415,0.8359225,0.7661803,0.05641493,0.07920758,0.2857535,0.280208,0.04215378,0.1730359,1,-1,0
0,0,5,15,(0.2, 0.2, 0.2),(0.8, 0.7, 0.0),2922,4.208532,9.099894, 3.114269,1.886641,2.080994,2.034065,2.787537,2.322364,2.170147,2.527543,10.03693,0.6034883,0.5898789,5.137432,4.280118,0.4492204,0.5232015,1,-1,0
0,0,6,6,(0.1, 0.1, 0.1),(-0.3, 1.9, 0.0),1853,3.222109,6.44414, 3.47768,0.7622324,0.6197889,0.9048463,1.103354,0.5120188,0.6340521,1.811176,4.055076,0.1797388,0.2624054,2.033481,0.9436507,0.1312488,0.3749134,1,-1,0
0,0,7,2,(0.1, 0.1, 0.1),(-0.8, 1.2, 0.3),1071,2.170178,3.612017, 3.372565,0.1155492,0.2185651,0.2358137,0.1115459,0.1099012,0.1801063,0.8595597,0.6147218,0.06338387,0.06838598,0.205579,0.2025479,0.03728201,0.1779289,1,-1,0
0,0,8,7,(0.1, 0.1, 0.1),(-0.2, 1.6, 0.4),1552,3.439632,7.02978, 4.529497,0.6359548,0.5838063,0.895859,1.082129,0.3725061,0.4460956,1.610111,3.38328,0.1693038,0.2597991,1.994363,0.6865288,0.0923418,0.3332929,1,-1,0
0,0,9,8,(0.1, 0.1, 0.1),(-0.1, 1.1, 0.4),1864,3.641093,7.572175, 4.062325,0.6779003,0.6808526,1.02399,1.16765,0.3922197,0.556156,1.587824,3.606429,0.1974472,0.2969571,2.151978,0.7228609,0.1151243,0.3286795,1,-1,0
0,1,0,18,(0.2, 0.2, 0.2),(1.1, 2.3, 0.0),3873,4.019707,8.591519, 2.218311,2.673898,2.483262,2.602887,3.51245,3.346539,2.958723,3.347098,14.22514,0.7201459,0.7548372,6.473444,6.167672,0.6124556,0.6928493,1,-1,0
0,1,1,0,(0.3, 0.3, 0.3),(-1.0, 1.7, 0.0),890,1.621022,2.133521, 2.397214,0.06377114,0.1103506,0.09358966,0.06495999,0.0712648,0.07357344,0.8167793,0.3392625,0.03200167,0.027141,0.1197213,0.131341,0.0152297,0.1690733,1,-1,0
0,1,2,14,(0.1, 0.1, 0.1),(0.6, 1.0, 0.6),2869,4.532756,9.972806, 3.476057,1.702165,1.622264,1.923577,2.518876,2.033882,1.577305,2.399055,9.055515,0.4704566,0.5578374,4.642289,3.748444,0.3265021,0.4966044,1,-1,0
0,1,3,9,(0.2, 0.2, 0.2),(0.0, 0.9, 0.0),3170,3.291466,6.630869, 2.091757,1.43645,1.542453,1.592112,1.932881,1.798854,1.547043,2.175133,7.641915,0.4473113,0.4617126,3.5623,3.315287,0.320238,0.4502526,1,-1,0
0,1,4,7,(0.1, 0.1, 0.1),(-0.2, 1.6, 0.4),1887,3.439632,7.02978, 3.725374,0.7620575,0.6070037,0.888079,1.249485,0.9806883,0.6045192,1.729097,4.054146,0.1760311,0.2575429,2.3028,1.807409,0.1251355,0.3579232,1,-1,0
0,1,5,19,(0.1, 0.1, 0.1),(1.2, 1.8, 0.8),3158,4.757966,10.57914, 3.349949,2.208389,2.073242,2.345793,3.112795,2.289223,2.058005,3.074149,11.74863,0.6012403,0.6802799,5.736881,4.219038,0.426007,0.6363489,1,-1,0
0,1,6,1,(0.2, 0.2, 0.2),(-0.9, 1.5, 0.3),823,1.911785,2.916344, 3.543553,0.0639083,0.1233109,0.08446401,0.07576833,0.0732002,0.08429433,0.7636259,0.3399922,0.03576017,0.02449456,0.139641,0.134908,0.01744893,0.1580705,1,-1,0
0,1,7,8,(0.3, 0.3, 0.3),(-0.1, 1.1, 0.4),1747,3.035489,5.941702, 3.401089,0.5254289,0.5788794,0.8395734,0.4200529,1.005217,0.4322118,1.410865,2.795282,0.167875,0.2434763,0.7741575,1.852615,0.08946783,0.2920491,1,-1,0
0,1,8,4,(0.3, 0.3, 0.3),(-0.6, 1.2, -0.2),843,2.256525,3.844491, 4.560488,0.1471649,0.1724958,0.1857744,0.138682,0.1548926,0.1563419,0.7819995,0.782917,0.05002377,0.05387457,0.255591,0.2854671,0.03236276,0.1618739,1,-1,0
0,1,9,13,(0.2, 0.2, 0.2),(0.5, 1.7, 0.6),2233,3.726675,7.802586, 3.494217,1.268741,1.132197,1.38825,1.869691,1.211547,1.082784,2.176746,6.749703,0.3283372,0.4025925,3.445842,2.232881,0.2241363,0.4505865,1,-1,0
0,2,0,12,(0.3, 0.3, 0.3),(0.4, 2.1, 0.0),1879,3.346166,6.77814, 3.607312,1.104497,0.8929557,1.126562,1.695259,1.234074,1.26145,2.712025,5.875924,0.2589571,0.326703,3.124363,2.274398,0.2611202,0.5613891,2.091745,11.60196,11.60196
0,2,1,3,(0.3, 0.3, 0.3),(-0.7, 1.1, 0.0),687,1.646876,2.203126, 3.206879,0.08034318,0.08329008,0.0856905,0.08785725,0.08813854,0.09302084,0.7221996,0.4274257,0.02415412,0.02485024,0.1619209,0.1624393,0.01925531,0.1494953,2.091745,11.60196,11.60196
0,2,2,18,(0.2, 0.2, 0.2),(1.1, 2.3, 0.0),3345,4.019707,8.591519, 2.568466,2.081881,1.840748,1.967193,2.795484,2.679216,2.785995,3.455095,11.07561,0.533817,0.5704861,5.152076,4.937796,0.576701,0.7152047,2.091745,11.60196,11.60196
0,2,3,9,(0.2, 0.2, 0.2),(0.0, 0.9, 0.0),1630,3.291466,6.630869, 4.068018,0.5473446,0.5747848,0.7775705,0.3680801,1.00887,0.4788002,1.653352,2.911873,0.1666876,0.2254955,0.6783717,1.859347,0.09911165,0.3422438,2.091745,11.60196,11.60196
0,2,4,4,(0.3, 0.3, 0.3),(-0.6, 1.2, -0.2),1059,2.256525,3.844491, 3.630303,0.1026623,0.1369273,0.1602943,0.1189604,0.1163627,0.1311456,1.918046,0.5461634,0.03970891,0.04648533,0.2192441,0.2144565,0.02714715,0.3970356,2.091745,11.60196,11.60196
0,2,5,0,(0.2, 0.2, 0.2),(-1.0, 1.7, 0.0),799,1.661083,2.241378, 2.805228,0.05096559,0.05688263,0.06901123,0.06157511,0.05354083,0.0478494,1.142757,0.2711369,0.01649596,0.02001325,0.1134829,0.09867576,0.009904825,0.2365508,2.091745,11.60196,11.60196
0,2,6,13,(0.1, 0.1, 0.1),(0.5, 1.7, 0.6),2559,4.250673,9.213351, 3.600372,1.287845,1.10867,1.335559,2.061619,1.797089,1.270299,2.527455,6.851333,0.3215144,0.3873122,3.799564,3.312034,0.2629519,0.5231833,2.091745,11.60196,11.60196
0,2,7,19,(0.1, 0.1, 0.1),(1.2, 1.8, 0.8),3072,4.757966,10.57914, 3.44373,2.173238,1.94424,2.16021,3.056715,2.839041,2.172623,3.739347,11.56163,0.5638297,0.6264608,5.633526,5.232353,0.449733,0.7740449,2.091745,11.60196,11.60196
0,2,8,7,(0.2, 0.2, 0.2),(-0.2, 1.6, 0.4),1181,3.035765,5.942445, 5.031706,0.3688449,0.265137,0.4595771,0.2323244,0.6786225,0.2234057,1.601933,1.962255,0.07688972,0.1332774,0.4281738,1.250701,0.04624499,0.3316001,2.091745,11.60196,11.60196
